Logradouro;Intervalo de Datas;Hora;Caminhao grande;Caminhao md/grd;Caminhao peq/md;Caminhao pequeno;Moto;Nao Reconhecido;Oibus grande;Oibus pequeno;Passeio grande;Passeio pequeno
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;07:30:00 - 07:44:59;0;3;1;0;11;7;5;0;9;172
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;07:45:00 - 07:59:59;0;1;1;0;6;6;15;0;4;147
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;08:00:00 - 08:14:59;0;4;1;0;10;6;15;0;9;139
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;08:15:00 - 08:29:59;0;2;1;0;11;8;10;0;12;143
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;08:30:00 - 08:44:59;0;3;1;0;21;11;9;0;4;144
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;08:45:00 - 08:59:59;0;0;0;0;22;12;9;0;4;133
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;09:00:00 - 09:14:59;1;1;3;0;13;14;3;0;12;138
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;09:15:00 - 09:29:59;0;1;1;0;14;14;11;0;14;132
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;09:30:00 - 09:44:59;0;3;2;0;8;12;6;0;4;144
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;09:45:00 - 09:59:59;0;0;1;0;16;9;9;0;10;125
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;10:00:00 - 10:14:59;2;0;4;0;13;15;5;0;15;100
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;10:15:00 - 10:29:59;1;0;1;0;21;18;9;0;12;111
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;10:30:00 - 10:44:59;0;2;1;0;24;14;6;0;14;111
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;10:45:00 - 10:59:59;1;1;1;0;21;15;10;0;11;99
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;11:00:00 - 11:14:59;1;1;1;0;14;23;6;0;6;105
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;11:15:00 - 11:29:59;0;3;0;0;24;13;9;0;8;83
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;11:30:00 - 11:44:59;1;0;0;0;9;14;7;0;9;129
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;11:45:00 - 11:59:59;0;2;0;0;15;8;7;0;10;142
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;12:00:00 - 12:14:59;0;1;0;0;11;19;8;0;11;121
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;12:15:00 - 12:29:59;1;4;1;0;16;12;7;0;8;145
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;12:30:00 - 12:44:59;0;2;2;0;13;10;10;0;10;126
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;12:45:00 - 12:59:59;0;0;3;0;12;10;9;0;5;134
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;13:00:00 - 13:14:59;0;1;0;0;12;8;8;0;3;110
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;13:15:00 - 13:29:59;0;0;3;0;21;9;8;0;7;122
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;13:30:00 - 13:44:59;1;0;2;0;17;15;7;0;6;150
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;13:45:00 - 13:59:59;1;1;2;0;16;11;8;0;11;125
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;14:00:00 - 14:14:59;0;2;1;0;10;13;11;0;11;117
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;14:15:00 - 14:29:59;0;0;1;0;14;18;8;0;13;124
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;14:30:00 - 14:44:59;1;1;2;0;16;13;11;0;9;132
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;14:45:00 - 14:59:59;0;0;1;0;22;7;10;0;9;130
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;15:00:00 - 15:14:59;0;2;1;0;15;12;6;0;7;103
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;15:15:00 - 15:29:59;1;2;6;0;17;18;11;0;9;96
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;15:30:00 - 15:44:59;1;4;5;0;19;9;8;0;9;98
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;15:45:00 - 15:59:59;0;3;3;0;19;13;5;0;5;106
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;16:00:00 - 16:14:59;0;4;3;0;23;9;11;0;6;105
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;16:15:00 - 16:29:59;0;0;7;0;12;16;11;0;7;109
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;16:30:00 - 16:44:59;0;0;1;0;14;14;9;0;7;128
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;16:45:00 - 16:59:59;0;1;1;0;17;21;10;0;8;110
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;17:00:00 - 17:14:59;0;3;1;0;14;23;16;0;7;116
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;17:15:00 - 17:29:59;0;2;2;0;19;26;11;0;6;146
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;17:30:00 - 17:44:59;1;1;1;0;15;22;11;0;4;119
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;17:45:00 - 17:59:59;0;0;0;0;19;14;13;0;6;120
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;18:00:00 - 18:14:59;0;1;0;0;13;14;8;0;8;115
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;18:15:00 - 18:29:59;1;1;2;0;21;23;11;0;4;117
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;18:30:00 - 18:44:59;0;1;1;0;13;18;13;0;7;112
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;18:45:00 - 18:59:59;0;2;1;0;11;13;11;0;6;103
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;19:00:00 - 19:14:59;1;0;0;0;19;16;12;0;6;92
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;19:15:00 - 19:29:59;1;1;0;0;11;14;7;0;4;80
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;19:30:00 - 19:44:59;0;0;1;0;6;12;6;0;7;82
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;19:45:00 - 19:59:59;1;0;1;0;13;11;6;0;8;58
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;20:00:00 - 20:14:59;1;0;0;0;6;10;4;0;3;67
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;20:15:00 - 20:29:59;0;1;1;0;16;6;7;0;3;65
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;20:30:00 - 20:44:59;2;1;0;0;13;5;5;0;2;52
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;20:45:00 - 20:59:59;0;1;0;0;11;12;4;0;0;67
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;21:00:00 - 21:14:59;0;0;0;0;14;9;3;0;1;61
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;21:15:00 - 21:29:59;0;0;0;0;6;6;6;0;4;60
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;21:30:00 - 21:44:59;0;0;0;0;14;9;6;0;1;49
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;21:45:00 - 21:59:59;1;0;0;0;5;10;3;0;2;49
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;22:00:00 - 22:14:59;0;0;0;0;8;8;3;0;2;73
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;22:15:00 - 22:29:59;0;0;0;0;6;9;10;0;2;53
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;22:30:00 - 22:44:59;0;0;0;0;7;4;4;0;1;35
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;22:45:00 - 22:59:59;0;0;0;0;2;4;4;0;2;26
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;23:00:00 - 23:14:59;0;0;0;0;6;2;5;0;1;23
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;23:15:00 - 23:29:59;0;1;0;0;2;7;3;0;1;10
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;23:30:00 - 23:44:59;0;0;0;0;9;1;2;0;1;13
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;23:45:00 - 23:59:59;0;0;0;0;4;2;0;0;2;13
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;00:00:00 - 00:14:59;0;1;0;0;2;0;1;0;1;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;00:15:00 - 00:29:59;0;0;0;0;5;1;1;0;3;10
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;00:30:00 - 00:44:59;0;0;0;0;0;0;1;0;1;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;00:45:00 - 00:59:59;0;0;0;0;1;0;0;0;0;2
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;01:00:00 - 01:14:59;0;0;0;0;2;0;0;0;2;4
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;01:15:00 - 01:29:59;1;0;0;0;2;0;1;0;0;2
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;01:30:00 - 01:44:59;0;0;0;0;2;0;0;0;0;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;01:45:00 - 01:59:59;0;0;0;0;2;0;0;0;0;2
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;02:00:00 - 02:14:59;0;0;0;0;0;0;1;0;0;4
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;02:15:00 - 02:29:59;0;0;0;0;1;0;0;0;0;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;02:30:00 - 02:44:59;0;0;0;0;0;0;1;0;0;2
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;02:45:00 - 02:59:59;0;0;0;0;1;0;0;0;0;0
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;03:00:00 - 03:14:59;0;0;0;0;2;0;0;0;0;0
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;03:15:00 - 03:29:59;0;0;0;0;0;0;2;0;1;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;03:30:00 - 03:44:59;0;0;0;0;0;0;2;0;0;1
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;03:45:00 - 03:59:59;0;0;0;0;1;0;0;0;0;1
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;04:00:00 - 04:14:59;0;0;0;0;0;0;2;0;0;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;04:15:00 - 04:29:59;0;0;1;0;1;1;1;0;1;2
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;04:30:00 - 04:44:59;0;1;0;0;0;2;5;0;0;5
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;04:45:00 - 04:59:59;0;0;0;0;1;1;5;0;2;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;05:00:00 - 05:14:59;1;0;0;0;2;1;5;0;4;9
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;05:15:00 - 05:29:59;1;0;1;0;6;6;12;0;1;13
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;05:30:00 - 05:44:59;1;0;0;0;6;10;15;0;3;28
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;05:45:00 - 05:59:59;1;1;1;0;13;12;10;0;4;36
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;06:00:00 - 06:14:59;1;0;0;0;13;19;14;0;4;71
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;06:15:00 - 06:29:59;0;1;0;0;11;14;18;0;7;110
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;06:30:00 - 06:44:59;0;3;1;0;13;18;10;0;8;209
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;06:45:00 - 06:59:59;0;1;2;0;6;8;10;0;8;183
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;07:00:00 - 07:14:59;0;1;1;0;8;3;11;0;4;180
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;07:15:00 - 07:29:59;2;0;2;0;11;3;13;0;2;190
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;07:30:00 - 07:44:59;1;2;3;0;15;5;9;0;6;192
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;07:45:00 - 07:59:59;0;1;1;0;15;13;10;0;2;198
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;08:00:00 - 08:14:59;1;1;0;0;15;10;7;0;10;156
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;08:15:00 - 08:29:59;1;1;3;0;15;13;12;0;9;126
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;08:30:00 - 08:44:59;0;1;2;0;10;20;10;0;7;137
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;08:45:00 - 08:59:59;1;0;2;0;15;15;8;0;11;143
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;09:00:00 - 09:14:59;0;1;2;0;17;15;9;0;10;131
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;09:15:00 - 09:29:59;0;0;1;0;8;15;12;0;6;123
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;09:30:00 - 09:44:59;0;2;2;0;5;14;9;0;13;131
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;09:45:00 - 09:59:59;0;2;3;0;18;11;5;0;11;122
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;10:00:00 - 10:14:59;0;2;0;0;21;13;6;0;12;98
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;10:15:00 - 10:29:59;0;1;3;0;20;12;9;0;15;102
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;10:30:00 - 10:44:59;1;1;1;0;21;20;4;0;8;122
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;10:45:00 - 10:59:59;0;3;3;0;17;15;8;0;8;119
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;11:00:00 - 11:14:59;2;2;0;0;17;9;8;0;9;114
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;11:15:00 - 11:29:59;1;2;2;0;20;12;7;0;11;106
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;11:30:00 - 11:44:59;0;1;2;0;18;10;11;0;8;119
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;11:45:00 - 11:59:59;0;1;0;0;14;11;6;0;15;121
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;12:00:00 - 12:14:59;0;1;3;0;8;14;13;0;7;113
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;12:15:00 - 12:29:59;0;1;1;0;8;9;9;0;10;141
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;12:30:00 - 12:44:59;1;0;1;0;16;5;9;0;13;128
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;12:45:00 - 12:59:59;2;2;2;0;7;6;12;0;13;117
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;13:00:00 - 13:14:59;0;3;1;0;21;7;4;0;9;114
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;13:15:00 - 13:29:59;0;0;1;0;15;14;10;0;7;126
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;13:30:00 - 13:44:59;2;1;0;0;14;11;8;0;11;112
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;13:45:00 - 13:59:59;1;1;0;0;10;10;4;0;14;151
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;14:00:00 - 14:14:59;1;2;1;0;14;13;6;0;7;130
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;14:15:00 - 14:29:59;1;1;0;0;17;11;12;0;9;112
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;14:30:00 - 14:44:59;0;1;3;0;15;10;8;0;9;134
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;14:45:00 - 14:59:59;0;0;0;0;13;13;11;0;5;116
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;15:00:00 - 15:14:59;1;2;0;0;18;11;4;0;8;129
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;15:15:00 - 15:29:59;0;0;0;0;16;8;8;0;9;120
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;15:30:00 - 15:44:59;0;0;3;0;17;15;10;0;13;85
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;15:45:00 - 15:59:59;1;1;1;0;13;12;6;0;3;107
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;16:00:00 - 16:14:59;1;4;0;0;11;11;7;0;8;115
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;16:15:00 - 16:29:59;0;2;0;0;22;15;8;0;5;103
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;16:30:00 - 16:44:59;0;1;1;0;22;14;6;0;7;102
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;16:45:00 - 16:59:59;0;1;2;0;24;21;12;0;3;123
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;17:00:00 - 17:14:59;0;3;2;0;21;27;9;0;12;102
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;17:15:00 - 17:29:59;0;0;1;0;23;27;9;0;3;108
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;17:30:00 - 17:44:59;0;1;0;0;19;17;10;0;3;90
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;17:45:00 - 17:59:59;3;2;1;0;20;14;3;0;2;87
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;18:00:00 - 18:14:59;0;2;0;0;24;13;4;0;7;86
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;18:15:00 - 18:29:59;0;2;1;0;19;17;13;0;4;111
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;18:30:00 - 18:44:59;0;0;0;0;17;12;22;0;1;133
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;18:45:00 - 18:59:59;0;0;0;0;23;22;9;0;5;101
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;19:00:00 - 19:14:59;0;0;1;0;15;12;8;0;7;103
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;19:15:00 - 19:29:59;0;1;1;0;11;18;8;0;7;109
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;19:30:00 - 19:44:59;1;0;0;0;13;14;10;0;3;85
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;19:45:00 - 19:59:59;0;0;0;0;16;12;5;0;6;97
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;20:00:00 - 20:14:59;0;1;0;0;15;15;8;0;5;94
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;20:15:00 - 20:29:59;0;3;0;0;14;8;9;0;2;60
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;20:30:00 - 20:44:59;0;1;1;0;16;12;5;0;4;74
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;20:45:00 - 20:59:59;0;0;0;0;12;7;6;0;4;74
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;21:00:00 - 21:14:59;0;0;0;0;12;9;8;0;6;68
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;21:15:00 - 21:29:59;1;0;0;0;16;11;8;0;5;76
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;21:30:00 - 21:44:59;0;0;0;0;12;13;3;0;5;74
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;21:45:00 - 21:59:59;1;0;2;0;12;8;6;0;2;47
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;22:00:00 - 22:14:59;0;0;0;0;11;6;4;0;5;52
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;22:15:00 - 22:29:59;0;0;0;0;9;5;6;0;2;45
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;22:30:00 - 22:44:59;0;0;0;0;9;4;7;0;2;29
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;22:45:00 - 22:59:59;0;0;0;0;11;10;2;0;2;15
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;23:00:00 - 23:14:59;0;2;0;0;4;4;2;0;5;21
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;23:15:00 - 23:29:59;0;1;1;0;3;2;1;0;1;22
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;23:30:00 - 23:44:59;0;0;0;0;2;1;0;0;0;15
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;23:45:00 - 23:59:59;0;0;0;0;1;1;1;0;2;14
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;00:00:00 - 00:14:59;0;0;0;0;6;2;1;0;0;13
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;00:15:00 - 00:29:59;0;0;0;0;3;1;1;0;2;14
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;00:30:00 - 00:44:59;0;0;0;0;1;0;2;0;1;6
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;00:45:00 - 00:59:59;0;0;0;0;0;0;0;0;3;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;01:00:00 - 01:14:59;0;0;0;0;2;0;1;0;0;5
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;01:15:00 - 01:29:59;0;0;0;0;1;1;0;0;1;6
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;01:30:00 - 01:44:59;1;0;0;0;3;0;1;0;0;4
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;01:45:00 - 01:59:59;0;0;0;0;0;1;0;0;0;4
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;02:00:00 - 02:14:59;0;0;0;0;0;0;0;0;1;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;02:15:00 - 02:29:59;0;0;0;0;1;0;1;0;0;1
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;02:30:00 - 02:44:59;0;0;0;0;0;0;1;0;0;1
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;02:45:00 - 02:59:59;0;1;0;0;0;1;0;0;0;1
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;03:00:00 - 03:14:59;0;0;0;0;0;0;0;0;1;4
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;03:15:00 - 03:29:59;0;0;0;0;0;0;0;0;2;2
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;03:30:00 - 03:44:59;2;0;0;0;0;0;2;0;0;5
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;03:45:00 - 03:59:59;0;0;0;0;0;0;0;0;1;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;04:00:00 - 04:14:59;0;0;0;0;1;0;1;0;1;6
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;04:15:00 - 04:29:59;0;0;0;0;0;1;1;0;3;2
