#title = mean sea level anomaly global ocean (66S to 66N) (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.88 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,ERS-2,GFO,Jason-1,Envisat,Jason-2
1992.9614,-17.77000,,,,,
1992.9865,-16.97000,,,,,
1993.0123,-13.17000,,,,,
1993.0407,-19.07000,,,,,
1993.0660,-24.37000,,,,,
1993.0974,-28.67000,,,,,
1993.1206,-25.87000,,,,,
1993.1493,-20.67000,,,,,
1993.1765,-19.17000,,,,,
1993.2037,-18.47000,,,,,
1993.2307,-22.37000,,,,,
1993.2851,-24.37000,,,,,
1993.3123,-17.37000,,,,,
1993.3394,-18.17000,,,,,
1993.3665,-16.37000,,,,,
1993.3937,-22.67000,,,,,
1993.4208,-25.17000,,,,,
1993.4480,-22.77000,,,,,
1993.4751,-19.77000,,,,,
1993.5021,-15.17000,,,,,
1993.5294,-15.67000,,,,,
1993.5837,-23.17000,,,,,
1993.6117,-19.17000,,,,,
1993.6381,-14.17000,,,,,
1993.6652,-9.57000,,,,,
1993.6923,-11.17000,,,,,
1993.7189,-15.87000,,,,,
1993.7466,-15.27000,,,,,
1993.7738,-10.17000,,,,,
1993.8009,-7.67000,,,,,
1993.8553,-8.17000,,,,,
1993.8824,-13.27000,,,,,
1993.9098,-15.57000,,,,,
1993.9367,-14.87000,,,,,
1993.9639,-6.17000,,,,,
1993.9907,-5.57000,,,,,
1994.0181,-15.17000,,,,,
1994.0452,-16.47000,,,,,
1994.0723,-18.67000,,,,,
1994.0995,-21.67000,,,,,
1994.1267,-20.87000,,,,,
1994.1539,-17.87000,,,,,
1994.1809,-16.07000,,,,,
1994.2353,-20.17000,,,,,
1994.2624,-18.17000,,,,,
1994.2896,-14.47000,,,,,
1994.3168,-13.37000,,,,,
1994.3439,-18.17000,,,,,
1994.3710,-23.47000,,,,,
1994.3982,-26.27000,,,,,
1994.4253,-22.47000,,,,,
1994.4524,-17.67000,,,,,
1994.5067,-21.47000,,,,,
1994.5339,-21.97000,,,,,
1994.5610,-22.17000,,,,,
1994.5882,-19.67000,,,,,
1994.6154,-16.37000,,,,,
1994.6425,-12.67000,,,,,
1994.6697,-15.67000,,,,,
1994.6968,-14.47000,,,,,
1994.7239,-15.77000,,,,,
1994.7510,-14.07000,,,,,
1994.7782,-9.97000,,,,,
1994.8054,-4.07000,,,,,
1994.8325,-7.97000,,,,,
1994.8868,-15.27000,,,,,
1994.9140,-17.47000,,,,,
1994.9412,-9.57000,,,,,
1994.9684,-8.37000,,,,,
1994.9955,-12.67000,,,,,
1995.0226,-16.07000,,,,,
1995.0497,-19.07000,,,,,
1995.0769,-13.47000,,,,,
1995.1040,-14.27000,,,,,
1995.1312,-17.77000,,,,,
1995.1583,-17.57000,,,,,
1995.2127,-15.87000,,,,,
1995.2398,-19.57000,,,,,
1995.2669,-14.67000,,,,,
1995.2941,-13.67000,,,,,
1995.3212,-16.97000,,,,,
1995.3410,,-13.59000,,,,
1995.3576,,-16.79000,,,,
1995.3755,-22.77000,,,,,
1995.3816,,-15.29000,,,,
1995.4028,-17.77000,,,,,
1995.4058,,-13.39000,,,,
1995.4298,-13.77000,,,,,
1995.4303,,-17.49000,,,,
1995.4535,,-16.39000,,,,
1995.4569,-17.27000,,,,,
1995.4778,,-16.69000,,,,
1995.4841,-21.47000,,,,,
1995.5016,,-17.79000,,,,
1995.5256,,-17.29000,,,,
1995.5384,-22.97000,,,,,
1995.5495,,-15.09000,,,,
1995.5655,-18.17000,,,,,
1995.5731,,-14.79000,,,,
1995.5927,-15.47000,,,,,
1995.5975,,-13.09000,,,,
1995.6199,-12.77000,,,,,
1995.6217,,-7.59000,,,,
1995.6455,,-8.19000,,,,
1995.6470,-16.57000,,,,,
1995.6691,,-6.69000,,,,
1995.6740,-15.87000,,,,,
1995.6933,,-3.29000,,,,
1995.7013,-12.37000,,,,,
1995.7174,,5.51000,,,,
1995.7285,-4.47000,,,,,
1995.7402,,4.11000,,,,
1995.7556,-5.07000,,,,,
1995.7652,,-1.49000,,,,
1995.7827,-5.67000,,,,,
1995.7893,,2.81000,,,,
1995.8132,,0.91000,,,,
1995.8368,,-3.69000,,,,
1995.8371,-11.07000,,,,,
1995.8610,,-5.29000,,,,
1995.8643,-9.27000,,,,,
1995.8899,-6.07000,,,,,
1995.9095,,1.61000,,,,
1995.9329,,-5.79000,,,,
1995.9456,-6.47000,,,,,
1995.9571,,3.51000,,,,
1995.9728,-8.37000,,,,,
1995.9817,,2.71000,,,,
1995.9998,-14.57000,,,,,
1996.0055,,-1.79000,,,,
1996.0270,-18.77000,,,,,
1996.0272,,2.91000,,,,
1996.0528,,-16.49000,,,,
1996.0533,-17.07000,,,,,
1996.0814,-10.87000,,,,,
1996.0819,,-9.69000,,,,
1996.1006,,-9.79000,,,,
1996.1084,-9.97000,,,,,
1996.1242,,-9.29000,,,,
1996.1486,,-11.49000,,,,
1996.1631,-16.57000,,,,,
1996.1725,,-15.49000,,,,
1996.1899,-20.07000,,,,,
1996.1967,,-18.99000,,,,
1996.2171,-15.27000,,,,,
1996.2193,,-17.39000,,,,
1996.2442,-10.97000,,,,,
1996.2449,,-10.39000,,,,
1996.2684,,-10.99000,,,,
1996.2714,-14.27000,,,,,
1996.2923,,-9.79000,,,,
1996.2985,-17.07000,,,,,
1996.3159,,-5.99000,,,,
1996.3257,-17.67000,,,,,
1996.3402,,-5.59000,,,,
1996.3529,-15.97000,,,,,
1996.3645,,-7.09000,,,,
1996.3800,-12.17000,,,,,
1996.3882,,-7.39000,,,,
1996.4071,-11.47000,,,,,
1996.4124,,-10.29000,,,,
1996.4342,-13.87000,,,,,
1996.4360,,-16.69000,,,,
1996.4599,,-8.19000,,,,
1996.4837,,-6.19000,,,,
1996.4886,-16.57000,,,,,
1996.5080,,-8.99000,,,,
1996.5157,-15.27000,,,,,
1996.5319,,-7.39000,,,,
1996.5429,-9.47000,,,,,
1996.5559,,-6.09000,,,,
1996.5700,-5.97000,,,,,
1996.5799,,-6.89000,,,,
1996.5972,-8.67000,,,,,
1996.6039,,-3.29000,,,,
1996.6244,-13.67000,,,,,
1996.6274,,-11.79000,,,,
1996.6515,-14.17000,,,,,
1996.6517,,-12.79000,,,,
1996.6757,,-13.89000,,,,
1996.6786,-12.17000,,,,,
1996.6996,,-3.99000,,,,
1996.7053,-5.57000,,,,,
1996.7234,,4.61000,,,,
1996.7335,-0.47000,,,,,
1996.7476,,8.71000,,,,
1996.7600,2.63000,,,,,
1996.7714,,0.21000,,,,
1996.7954,,-1.09000,,,,
1996.8144,7.73000,,,,,
1996.8195,,6.51000,,,,
1996.8415,9.93000,,,,,
1996.8435,,5.21000,,,,
1996.8673,,2.71000,,,,
1996.8687,5.43000,,,,,
1996.8914,,-2.49000,,,,
1996.8959,-1.47000,,,,,
1996.9150,,1.11000,,,,
1996.9230,-5.27000,,,,,
1996.9397,,-2.99000,,,,
1996.9501,-9.27000,,,,,
1996.9625,,-4.79000,,,,
1996.9770,-12.97000,,,,,
1996.9871,,-1.49000,,,,
1997.0044,-12.57000,,,,,
1997.0111,,-1.49000,,,,
1997.0316,-7.67000,,,,,
1997.0350,,-4.79000,,,,
1997.0587,-9.47000,,,,,
1997.0589,,-9.29000,,,,
1997.0828,,-10.79000,,,,
1997.0858,-11.97000,,,,,
1997.1069,,-20.99000,,,,
1997.1324,,-0.59000,,,,
1997.1402,-15.87000,,,,,
1997.1549,,-12.39000,,,,
1997.1673,-14.07000,,,,,
1997.1741,,-15.49000,,,,
1997.1944,-12.07000,,,,,
1997.2061,,-14.39000,,,,
1997.2216,-9.67000,,,,,
1997.2266,,-16.39000,,,,
1997.2487,-12.57000,,,,,
1997.2507,,-9.49000,,,,
1997.2746,,-13.79000,,,,
1997.2759,-15.57000,,,,,
1997.2983,,-20.19000,,,,
1997.3030,-18.47000,,,,,
1997.3222,,-16.39000,,,,
1997.3302,-14.57000,,,,,
1997.3465,,-13.09000,,,,
1997.3573,-7.87000,,,,,
1997.3708,,-14.19000,,,,
1997.3844,-10.77000,,,,,
1997.3943,,-10.79000,,,,
1997.4116,-10.67000,,,,,
1997.4182,,-9.19000,,,,
1997.4423,,-8.69000,,,,
1997.4659,-13.07000,,,,,
1997.4661,,-8.09000,,,,
1997.4902,,-11.69000,,,,
1997.4928,-9.27000,,,,,
1997.5144,,-5.19000,,,,
1997.5202,-5.67000,,,,,
1997.5381,,-5.29000,,,,
1997.5474,-0.87000,,,,,
1997.5616,,-6.99000,,,,
1997.5745,-5.17000,,,,,
1997.5860,,-3.19000,,,,
1997.6098,,-1.59000,,,,
1997.6288,-6.17000,,,,,
1997.6339,,-6.59000,,,,
1997.6560,-0.07000,,,,,
1997.6578,,1.21000,,,,
1997.6818,,3.51000,,,,
1997.6830,3.73000,,,,,
1997.7058,,5.91000,,,,
1997.7103,6.13000,,,,,
1997.7297,,8.81000,,,,
1997.7374,4.93000,,,,,
1997.7535,,10.21000,,,,
1997.7777,,8.81000,,,,
1997.7917,2.23000,,,,,
1997.8015,,5.81000,,,,
1997.8189,5.33000,,,,,
1997.8256,,4.91000,,,,
1997.8460,9.33000,,,,,
1997.8496,,9.11000,,,,
1997.8731,4.23000,,,,,
1997.8735,,1.71000,,,,
1997.8970,,1.51000,,,,
1997.9001,-0.77000,,,,,
1997.9212,,0.31000,,,,
1997.9274,-4.47000,,,,,
1997.9454,,-4.59000,,,,
1997.9546,-5.67000,,,,,
1997.9694,,0.11000,,,,
1997.9817,-1.87000,,,,,
1997.9932,,-4.09000,,,,
1998.0083,-1.27000,,,,,
1998.0171,,-1.99000,,,,
1998.0360,-0.17000,,,,,
1998.0412,,-2.49000,,,,
1998.0652,,-1.19000,,,,
1998.0891,,-7.29000,,,,
1998.0903,-7.77000,,,,,
1998.1130,,-8.09000,,,,
1998.1174,-7.37000,,,,,
1998.1369,,-0.69000,,,,
1998.1446,-5.07000,,,,,
1998.1610,,-9.89000,,,,
1998.1717,-3.37000,,,,,
1998.1849,,-6.29000,,,,
1998.1989,-2.77000,,,,,
1998.2091,,-2.79000,,,,
1998.2261,-6.57000,,,,,
1998.2286,,-4.09000,,,,
1998.2532,-9.27000,,,,,
1998.2792,-6.67000,,,,,
1998.2808,,-2.39000,,,,
1998.3046,,-3.79000,,,,
1998.3075,-3.07000,,,,,
1998.3287,,-2.49000,,,,
1998.3347,-1.17000,,,,,
1998.3527,,-3.49000,,,,
1998.3617,-4.87000,,,,,
1998.3765,,-2.99000,,,,
1998.4006,,-3.79000,,,,
1998.4158,-11.57000,,,,,
1998.4231,,-11.89000,,,,
1998.4432,-9.47000,,,,,
1998.4485,,-9.19000,,,,
1998.4704,-5.47000,,,,,
1998.4723,,-6.49000,,,,
1998.4963,,-2.69000,,,,
1998.4976,-0.47000,,,,,
1998.5203,,-1.99000,,,,
1998.5247,-1.67000,,,,,
1998.5444,,-9.09000,,,,
1998.5518,-6.77000,,,,,
1998.5681,,-4.19000,,,,
1998.5921,,1.21000,,,,
1998.6062,-6.57000,,,,,
1998.6161,,0.61000,,,,
1998.6333,-1.87000,,,,,
1998.6401,,2.01000,,,,
1998.6604,3.53000,,,,,
1998.6644,,0.31000,,,,
1998.6876,1.53000,,,,,
1998.6880,,-0.49000,,,,
1998.7125,,3.51000,,,,
1998.7147,-1.97000,,,,,
1998.7354,,4.41000,,,,
1998.7419,-1.17000,,,,,
1998.7599,,-4.29000,,,,
1998.7689,0.63000,,,,,
1998.7838,,0.91000,,,,
1998.8075,,0.21000,,,,
1998.8234,10.23000,,,,,
1998.8317,,6.81000,,,,
1998.8505,6.73000,,,,,
1998.8557,,6.01000,,,,
1998.8775,1.63000,,,,,
1998.8795,,2.01000,,,,
1998.9046,-5.47000,,,,,
1998.9047,,-5.29000,,,,
1998.9276,,3.31000,,,,
1998.9319,1.33000,,,,,
1998.9515,,-1.59000,,,,
1998.9591,3.63000,,,,,
1998.9754,,-4.09000,,,,
1998.9862,5.63000,,,,,
1998.9994,,-3.69000,,,,
1999.0133,1.13000,,,,,
1999.0235,,-3.39000,,,,
1999.0405,-1.67000,,,,,
1999.0474,,-6.99000,,,,
1999.0711,,-13.29000,,,,
1999.0948,-4.77000,,,,,
1999.0953,,-9.09000,,,,
1999.1192,,-5.49000,,,,
1999.1256,0.93000,,,,,
1999.1432,,-10.19000,,,,
1999.1491,-1.67000,,,,,
1999.1672,,-11.49000,,,,
1999.1763,-5.17000,,,,,
1999.1912,,-12.99000,,,,
1999.2034,-11.37000,,,,,
1999.2150,,-10.09000,,,,
1999.2306,-10.27000,,,,,
1999.2391,,-5.69000,,,,
1999.2577,-7.57000,,,,,
1999.2629,,-10.79000,,,,
1999.2848,-6.57000,,,,,
1999.2869,,-12.19000,,,,
1999.3108,,-7.09000,,,,
1999.3347,,-7.49000,,,,
1999.3392,-7.67000,,,,,
1999.3592,,-7.59000,,,,
1999.3663,-13.47000,,,,,
1999.3828,,-4.29000,,,,
1999.3933,-15.17000,,,,,
1999.4063,,-3.39000,,,,
1999.4206,-8.47000,,,,,
1999.4307,,-11.79000,,,,
1999.4478,-9.67000,,,,,
1999.4546,,-9.29000,,,,
1999.4749,-5.77000,,,,,
1999.4786,,-10.29000,,,,
1999.5020,-5.67000,,,,,
1999.5025,,-9.89000,,,,
1999.5265,,-4.89000,,,,
1999.5292,-8.67000,,,,,
1999.5502,,-6.59000,,,,
1999.5566,-8.67000,,,,,
1999.5744,,-3.69000,,,,
1999.5834,-5.07000,,,,,
1999.5984,,-7.79000,,,,
1999.6106,-2.97000,,,,,
1999.6224,,-1.99000,,,,
1999.6377,3.03000,,,,,
1999.6462,,0.81000,,,,
1999.6702,,1.51000,,,,
1999.6920,-4.07000,,,,,
1999.6941,,-1.79000,,,,
1999.7184,,5.01000,,,,
1999.7192,0.83000,,,,,
1999.7421,,2.71000,,,,
1999.7462,2.63000,,,,,
1999.7660,,9.31000,,,,
1999.7735,11.93000,,,,,
1999.7902,,8.41000,,,,
1999.8008,10.33000,,,,,
1999.8150,,5.51000,,,,
1999.8278,5.33000,,,,,
1999.8378,,6.51000,,,,
1999.8550,-0.77000,,,,,
1999.8619,,5.51000,,,,
1999.8822,-1.47000,,,,,
1999.8868,,6.51000,,,,
1999.9092,1.43000,,,,,
1999.9098,,8.71000,,,,
1999.9337,,10.21000,,,,
1999.9577,,5.31000,,,,
1999.9636,8.13000,,,,,
1999.9816,,4.21000,,,,
1999.9907,6.03000,,,,,
2000.0068,,2.81000,,,,
2000.0178,-2.97000,,,,,
2000.0298,,3.91000,,,,
2000.0300,,,1.76000,,,
2000.0450,-3.47000,,,,,
2000.0530,,,-2.84000,,,
2000.0536,,-4.09000,,,,
2000.0721,3.43000,,,,,
2000.0774,,-5.99000,,,,
2000.0778,,,-0.74000,,,
2000.0980,,-9.69000,,,,
2000.0993,0.53000,,,,,
2000.1001,,,-5.84000,,,
2000.1230,,,-9.34000,,,
2000.1255,,-7.69000,,,,
2000.1264,-1.07000,,,,,
2000.1493,,-4.19000,,,,
2000.1511,,,-12.04000,,,
2000.1536,-2.67000,,,,,
2000.1697,,,-4.44000,,,
2000.1733,,0.41000,,,,
2000.1807,-8.67000,,,,,
2000.1941,,,-12.14000,,,
2000.1973,,-2.59000,,,,
2000.2078,-8.77000,,,,,
2000.2165,,,-7.34000,,,
2000.2202,,-2.69000,,,,
2000.2350,0.33000,,,,,
2000.2403,,,-2.94000,,,
2000.2451,,-7.59000,,,,
2000.2594,,,-9.24000,,,
2000.2692,,-7.69000,,,,
2000.2879,,,-11.74000,,,
2000.2894,-1.87000,,,,,
2000.2931,,-9.79000,,,,
2000.3103,,,-11.74000,,,
2000.3165,-6.87000,,,,,
2000.3171,,-6.89000,,,,
2000.3340,,,-10.54000,,,
2000.3410,,-9.99000,,,,
2000.3436,-12.07000,,,,,
2000.3568,,,-8.54000,,,
2000.3649,,-4.79000,,,,
2000.3707,-10.57000,,,,,
2000.3799,,,-6.24000,,,
2000.3890,,-5.29000,,,,
2000.3978,-5.57000,,,,,
2000.4024,,,-13.24000,,,
2000.4128,,-12.99000,,,,
2000.4250,-1.07000,,,,,
2000.4291,,,-6.54000,,,
2000.4369,,-6.49000,,,,
2000.4488,,,-8.54000,,,
2000.4522,-3.07000,,,,,
2000.4608,,-3.29000,,,,
2000.4727,,,-4.54000,,,
2000.4794,-7.67000,,,,,
2000.4844,,-1.39000,,,,
2000.4994,,,-8.34000,,,
2000.5065,-9.07000,,,,,
2000.5201,,,-4.54000,,,
2000.5337,-3.97000,,,,,
2000.5368,,-3.29000,,,,
2000.5433,,,-8.04000,,,
2000.5566,,-3.99000,,,,
2000.5669,,,-9.94000,,,
2000.5806,,-1.39000,,,,
2000.5879,-2.17000,,,,,
2000.5898,,,-6.44000,,,
2000.6044,,1.61000,,,,
2000.6149,1.73000,,,,,
2000.6150,,,25.16000,,,
2000.6285,,3.61000,,,,
2000.6423,-0.97000,,,,,
2000.6429,,,-6.04000,,,
2000.6525,,0.91000,,,,
2000.6589,,,-7.64000,,,
2000.6694,-6.77000,,,,,
2000.6764,,2.71000,,,,
2000.6828,,,-3.44000,,,
2000.6965,-2.47000,,,,,
2000.7004,,3.51000,,,,
2000.7070,,,-3.94000,,,
2000.7235,7.73000,,,,,
2000.7243,,7.71000,,,,
2000.7297,,,1.56000,,,
2000.7484,,10.61000,,,,
2000.7509,13.83000,,,,,
2000.7536,,,7.26000,,,
2000.7709,,9.71000,,,,
2000.7775,,,3.16000,,,
2000.7780,12.63000,,,,,
2000.7961,,2.21000,,,,
2000.8001,,,5.76000,,,
2000.8051,4.63000,,,,,
2000.8201,,5.91000,,,,
2000.8239,,,20.26000,,,
2000.8441,,9.01000,,,,
2000.8472,,,8.86000,,,
2000.8595,6.13000,,,,,
2000.8681,,8.41000,,,,
2000.8710,,,4.26000,,,
2000.8860,8.83000,,,,,
2000.8920,,4.41000,,,,
2000.8940,,,7.46000,,,
2000.9145,12.63000,,,,,
2000.9160,,5.61000,,,,
2000.9176,,,2.86000,,,
2000.9400,,-2.69000,,,,
2000.9409,8.43000,,,,,
2000.9413,,,-0.24000,,,
2000.9628,,-2.09000,,,,
2000.9681,3.73000,,,,,
2000.9685,,,2.26000,,,
2000.9869,,,7.56000,,,
2000.9880,,3.31000,,,,
2000.9952,3.13000,,,,,
2001.0104,,,3.46000,,,
2001.0119,,4.71000,,,,
2001.0222,1.93000,,,,,
2001.0338,,,-2.04000,,,
2001.0360,,-6.19000,,,,
2001.0571,,,-1.44000,,,
2001.0766,5.63000,,,,,
2001.0780,,,-6.54000,,,
2001.1038,2.03000,,-5.34000,,,
2001.1302,,,-4.04000,,,
2001.1309,-4.97000,,,,,
2001.1330,,-12.89000,,,,
2001.1504,,,-4.14000,,,
2001.1557,,-12.89000,,,,
2001.1581,-4.57000,,,,,
2001.1742,,,-0.64000,,,
2001.1795,,-13.59000,,,,
2001.1852,0.63000,,,,,
2001.1971,,,-0.54000,,,
2001.2036,,-14.09000,,,,
2001.2124,1.43000,,,,,
2001.2205,,,-5.74000,,,
2001.2276,,-17.39000,,,,
2001.2395,3.53000,,,,,
2001.2431,,,-8.04000,,,
2001.2516,,-3.09000,,,,
2001.2666,0.13000,,,,,
2001.2681,,,-6.24000,,,
2001.2754,,-10.29000,,,,
2001.2906,,,-2.04000,,,
2001.2937,-1.57000,,,,,
2001.2993,,-6.09000,,,,
2001.3138,,,-1.94000,,,
2001.3210,-5.27000,,,,,
2001.3232,,-5.29000,,,,
2001.3369,,,-1.74000,,,
2001.3472,,-3.69000,,,,
2001.3482,-3.27000,,,,,
2001.3607,,,0.36000,,,
2001.3711,,-3.49000,,,,
2001.3752,2.83000,,,,,
2001.3836,,,-2.24000,,,
2001.3968,,-11.99000,,,,
2001.4024,1.73000,,,,,
2001.4075,,,-4.44000,,,
2001.4190,,-8.39000,,,,
2001.4296,0.93000,,,,,
2001.4304,,,-4.54000,,,
2001.4431,,-6.49000,,,,
2001.4540,,,-3.44000,,,
2001.4567,-5.47000,,,,,
2001.4670,,-4.29000,,,,
2001.4772,,,0.56000,,,
2001.4840,-1.77000,,,,,
2001.4909,,0.71000,,,,
2001.5006,,,1.06000,,,
2001.5110,4.03000,,,,,
2001.5149,,1.71000,,,,
2001.5239,,,2.86000,,,
2001.5381,8.03000,,,,,
2001.5389,,0.91000,,,,
2001.5473,,,-0.74000,,,
2001.5627,,-4.49000,,,,
2001.5653,4.23000,,,,,
2001.5706,,,0.96000,,,
2001.5868,,5.01000,,,,
2001.5924,7.33000,,,,,
2001.5940,,,3.96000,,,
2001.6107,,1.31000,,,,
2001.6174,,,2.16000,,,
2001.6195,0.43000,,,,,
2001.6347,,-0.39000,,,,
2001.6406,,,-1.14000,,,
2001.6468,0.13000,,,,,
2001.6586,,3.51000,,,,
2001.6639,,,2.36000,,,
2001.6738,5.43000,,,,,
2001.6831,,8.31000,,,,
2001.6873,,,8.06000,,,
2001.7010,16.53000,,,,,
2001.7065,,10.71000,,,,
2001.7107,,,11.86000,,,
2001.7283,18.53000,,,,,
2001.7305,,8.31000,,,,
2001.7339,,,14.56000,,,
2001.7544,,9.81000,,,,
2001.7553,15.83000,,,,,
2001.7573,,,11.76000,,,
2001.7779,,9.41000,,,,
2001.7799,,,12.06000,,,
2001.7825,6.83000,,,,,
2001.8024,,10.21000,,,,
2001.8039,,,10.46000,,,
2001.8096,5.13000,,,,,
2001.8264,,15.71000,,,,
2001.8274,,,15.86000,,,
2001.8368,11.83000,,,,,
2001.8501,,17.31000,,,,
2001.8507,,,15.36000,,,
2001.8639,17.93000,,,,,
2001.8718,,14.61000,,,,
2001.8741,,,15.56000,,,
2001.8918,17.33000,,,,,
2001.8963,,13.81000,,,,
2001.8973,,,9.36000,,,
2001.9182,13.13000,,,,,
2001.9209,,,9.96000,,,
2001.9440,,,7.16000,,,
2001.9454,5.13000,,,,,
2001.9461,,6.21000,,,,
2001.9674,,,5.96000,,,
2001.9701,,9.01000,,,,
2001.9725,4.73000,,,,,
2001.9908,,,3.26000,,,
2001.9941,,11.51000,,,,
2001.9996,11.43000,,,,,
2002.0140,,,5.56000,,,
2002.0180,,7.01000,,,,
2002.0270,9.03000,,,,,
2002.0373,,,5.26000,,,
2002.0418,,2.61000,,,,
2002.0537,,,,2.01000,,
2002.0540,7.73000,,,,,
2002.0608,,,1.96000,,,
2002.0659,,3.11000,,,,
2002.0811,5.33000,,,,,
2002.0819,,,,6.81000,,
2002.0842,,,13.76000,,,
2002.0898,,5.51000,,,,
2002.1075,,,8.86000,,,
2002.1083,0.23000,,,7.31000,,
2002.1141,,4.31000,,,,
2002.1310,,,10.36000,,,
2002.1352,,,,6.41000,,
2002.1354,0.93000,,,,,
2002.1379,,4.51000,,,,
2002.1541,,,5.66000,,,
2002.1617,,3.21000,,,,
2002.1626,4.63000,,,4.41000,,
2002.1775,,,7.56000,,,
2002.1780,,6.51000,,,,
2002.1897,6.73000,,,,,
2002.1898,,,,0.31000,,
2002.2007,,,3.26000,,,
2002.2168,6.83000,,,,,
2002.2169,,,,1.81000,,
2002.2197,,-1.99000,,,,
2002.2243,,,6.76000,,,
2002.2336,,-3.69000,,,,
2002.2438,,,,-0.59000,,
2002.2440,0.63000,,,,,
2002.2475,,,7.66000,,,
2002.2575,,6.51000,,,,
2002.2708,,,6.16000,,,
2002.2711,-0.87000,,,,,
2002.2713,,,,4.81000,,
2002.2818,,0.61000,,,,
2002.2942,,,2.56000,,,
2002.2983,,,,1.01000,,
2002.2988,-3.67000,,,,,
2002.3052,,-2.29000,,,,
2002.3176,,,4.26000,,,
2002.3254,3.73000,,,2.91000,,
2002.3294,,4.11000,,,,
2002.3409,,,7.46000,,,
2002.3525,,,,1.21000,,
2002.3527,6.53000,,,,,
2002.3534,,0.21000,,,,
2002.3641,,,3.86000,,,
2002.3773,,-0.89000,,,,
2002.3797,5.23000,,,2.61000,,
2002.3875,,,0.76000,,,
2002.4012,,-0.49000,,,,
2002.4069,4.53000,,,2.81000,,
2002.4109,,,3.36000,,,
2002.4255,,-4.09000,,,,
2002.4340,-2.97000,,,-0.79000,,
2002.4343,,,-0.64000,,,
2002.4491,,-1.39000,,,,
2002.4586,,,2.26000,,,
2002.4611,-1.07000,,,0.21000,,
2002.4731,,1.41000,,,,
2002.4822,,,5.76000,,,
2002.4883,10.83000,,,5.11000,,
2002.4970,,2.01000,,,,
2002.5041,,,3.46000,,,
2002.5155,,,,4.31000,,
2002.5210,,-0.89000,,,,
2002.5276,,,3.26000,,,
2002.5426,7.83000,,,6.11000,,
2002.5450,,3.51000,,,,
2002.5509,,,9.46000,,,
2002.5690,,2.91000,,,,
2002.5697,5.23000,,,8.61000,,
2002.5743,,,4.96000,,,
2002.5930,,3.11000,,,,
2002.5969,2.33000,,,10.71000,,
2002.5976,,,5.96000,,,
2002.6169,,6.21000,,,,
2002.6210,,,8.16000,,,
2002.6239,7.33000,,,,,
2002.6240,,,,12.71000,,
2002.6408,,4.81000,,,,
2002.6442,,,9.96000,,,
2002.6512,,,,10.81000,,
2002.6551,14.83000,,,,,
2002.6647,,9.61000,,,,
2002.6677,,,12.56000,,,
2002.6783,15.23000,,,,,
2002.6784,,,,9.71000,,
2002.6888,,5.51000,,,,
2002.6909,,,10.26000,,,
2002.7055,,,,12.51000,,
2002.7064,17.73000,,,,,
2002.7127,,10.41000,,,,
2002.7143,,,11.46000,,,
2002.7326,12.93000,,,,,
2002.7327,,,,15.51000,,
2002.7367,,11.61000,,,,
2002.7376,,,13.66000,,,
2002.7525,,,,,14.41000,
2002.7598,,,,13.01000,,
2002.7599,5.33000,,,,,
2002.7607,,3.71000,,,,
2002.7610,,,11.06000,,,
2002.7842,,14.21000,,,,
2002.7843,,,18.36000,,,
2002.7859,,,,,25.11000,
2002.7863,12.83000,,,,,
2002.7869,,,,18.31000,,
2002.8068,,,,,28.41000,
2002.8077,,,24.46000,,,
2002.8086,,22.71000,,,,
2002.8141,,,,21.81000,,
2002.8143,23.03000,,,,,
2002.8307,,,16.16000,,,
2002.8322,,13.61000,,,,
2002.8385,,,,,16.81000,
2002.8413,,,,13.81000,,
2002.8415,20.83000,,,,,
2002.8544,,,17.96000,,,
2002.8564,,,,,24.71000,
2002.8565,,16.81000,,,,
2002.8684,20.83000,,,15.01000,,
2002.8772,,,16.96000,,,
2002.8788,,15.31000,,,,
2002.8789,,,,,24.61000,
2002.8943,,,,17.21000,,
2002.8962,17.83000,,,,,
2002.9010,,,16.86000,,,
2002.9043,,15.71000,,,,
2002.9044,,,,,17.91000,
2002.9227,12.73000,,,14.31000,,
2002.9244,,,18.06000,,,
2002.9283,,20.31000,,,22.01000,
2002.9478,,,18.36000,,,
2002.9498,13.13000,,,13.61000,,
2002.9514,,,,,17.61000,
2002.9527,,16.41000,,,,
2002.9711,,,17.56000,,,
2002.9767,,15.61000,,,,
2002.9770,17.23000,,,11.91000,,
2002.9775,,,,,17.71000,
2002.9945,,,17.56000,,,
2002.9996,,,,,17.41000,
2003.0002,,12.11000,,,,
2003.0041,,,,11.11000,,
2003.0042,16.43000,,,,,
2003.0200,,,13.86000,,,
2003.0241,,13.91000,,,,
2003.0243,,,,,20.01000,
2003.0312,12.73000,,,,,
2003.0313,,,,9.41000,,
2003.0411,,,10.26000,,,
2003.0481,,10.41000,,,,
2003.0489,,,,,16.41000,
2003.0584,8.53000,,,11.71000,,
2003.0644,,,12.86000,,,
