Estacao;Data;Hora;InsolacaoTotal;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;
82900;31/03/1961;0000;;22;348.1;;;29.087097;26.165806;22.916129;82.435484;
82900;30/04/1961;0000;;26;424.8;;;28.493333;25.220667;22.496667;85.433333;
82900;31/05/1961;0000;157.4;24;248;;;28.254839;24.729032;21.932258;85.322581;
82900;30/06/1961;0000;;28;336.5;;;27.603333;24.276;21.54;84.875;
82900;31/07/1961;0000;;25;355.2;;;26.658065;23.2;20.496774;84.75;
82900;31/08/1961;0000;;28;243.8;;;26.587097;23.095484;20.280645;84.16129;
82900;30/09/1961;0000;;16;91.2;;;27.603333;24.284;21.066667;78.466667;
82900;31/10/1961;0000;;23;86;;;28.067742;24.952258;21.848387;79.080645;
82900;30/11/1961;0000;;5;8.5;;;29.426667;25.506;20.89;71.475;
82900;31/12/1961;0000;;7;18;;;29.722581;25.905806;20.887097;72.870968;
82900;31/01/1962;0000;;0;0;;;30.590323;26.291613;20.887097;71.193548;
82900;28/02/1962;0000;250.7;9;90.5;;;30.235714;26.757857;22.771429;71.517857;
82900;31/03/1962;0000;218.7;11;155.6;;;29.948387;26.454194;22.793548;77.66129;
82900;30/04/1962;0000;199.7;18;128;;;28.98;25.538667;22.09;81.641667;
82900;31/05/1962;0000;197.5;18;286.1;;;28.512903;24.890968;21.458065;84.096774;
82900;30/06/1962;0000;137.6;23;562.6;;;27.28;24.215333;21.103333;85.333333;
82900;31/07/1962;0000;162.7;23;290.7;;;26.754839;23.398065;20.393548;85.193548;
82900;31/08/1962;0000;183.7;21;143;;;26.967742;23.514194;20.048387;81.096774;
82900;30/09/1962;0000;222.7;16;164.5;;;27.593333;23.896667;20.206667;80.35;
82900;31/10/1962;0000;236.1;7;21.8;;;29.248387;25.134839;21.041935;75.524194;
82900;30/11/1962;0000;233.9;6;6.2;;;29.53;25.522;21.063333;74.45;
82900;31/12/1962;0000;233.7;13;105.1;;;29.858065;26.111613;22.058065;75.403226;
82900;31/01/1963;0000;272.8;7;23.7;;;30.409677;26.345806;21.732258;74.024194;
82900;28/02/1963;0000;207.5;11;157.3;;;30.717857;26.492857;22.646429;75.071429;
82900;31/03/1963;0000;143.9;26;402.7;;;28.790323;25.55871;22.309677;82.862903;
82900;30/04/1963;0000;170.6;22;333.5;;;28.866667;25.37;21.866667;84.758333;
82900;31/05/1963;0000;178.7;20;216.9;;;28.329032;24.885806;21.474194;82.967742;
82900;30/06/1963;0000;165.5;18;274.9;;;27.076667;23.918;20.88;86.225;
82900;31/07/1963;0000;157.2;20;213.8;;;26.690323;23.311613;20.216129;83.354839;
82900;31/08/1963;0000;174;15;168.2;;;26.909677;23.448387;19.993548;84.040323;
82900;30/09/1963;0000;217.9;16;64.2;;;27.883333;24.234;20.103333;79.166667;
82900;31/10/1963;0000;204.8;5;19.1;;;29.541935;25.353548;20.890323;74.822581;
82900;30/11/1963;0000;240.7;14;71.9;;;30.773333;26.216667;21.833333;76.425;
82900;31/12/1963;0000;215.2;18;98.9;;;30.503226;25.909677;22.158065;81.25;
82900;31/01/1964;0000;218.8;19;141.8;;;30.196774;26.182581;22.341935;82.41129;
82900;29/02/1964;0000;189.1;23;298.3;;;30.148276;25.850345;22.741379;83.551724;
82900;31/03/1964;0000;181.5;25;625.6;;;29.951613;26;22.490323;83.862903;
82900;30/04/1964;0000;165.2;25;452.1;;;29.27;26.018667;22.46;83.6;
82900;31/05/1964;0000;171.9;26;365.1;;;28.645161;25.386452;22.158065;85.282258;
82900;30/06/1964;0000;157;24;679.5;;;27.286667;24.236667;21.4;88.691667;
82900;31/07/1964;0000;151.9;22;413.1;;;27.012903;24.216129;20.722581;86.870968;
82900;31/08/1964;0000;210.8;22;263.8;;;27.241935;24.456774;20.190323;82.459677;
82900;30/09/1964;0000;183.3;24;223.6;;;27.063333;24.195333;19.906667;82.891667;
82900;31/10/1964;0000;263.9;6;13.7;;;28.590323;25.350323;19.245161;71.782258;
82900;30/11/1964;0000;269.5;6;27.4;;;29.846667;25.448667;18.923333;70.566667;
82900;31/12/1964;0000;260.2;8;23.1;;;30.383871;25.75871;19.516129;70.717742;
82900;31/01/1965;0000;204;20;259.9;;;29.258065;25.261935;20.258065;76.016129;
82900;28/02/1965;0000;256.7;6;23.2;;;30.85;25.872857;19.385714;73.723214;
82900;31/03/1965;0000;241.2;13;73.7;;;30.467742;25.730968;20.074194;77.806452;
82900;30/04/1965;0000;187.1;22;352.7;;;29.8;25.243333;20.233333;83.141667;
82900;31/05/1965;0000;193.6;26;350.5;;;28.729032;24.804516;19.954839;84.516129;
82900;30/06/1965;0000;117.7;27;655.7;;;27.493333;23.970667;19.633333;86.216667;
82900;31/07/1965;0000;218.8;22;152.4;;;28.064516;23.86;18.109677;80.83871;
82900;31/08/1965;0000;192.9;17;162.7;;;27.493548;23.130968;17.1;80.870968;
82900;30/09/1965;0000;202.9;17;86.4;;;27.896667;23.804;18.173333;79.258333;
82900;31/10/1965;0000;235;11;84.5;;;29.035484;24.827742;19.422581;78.233871;
82900;30/11/1965;0000;258.1;12;41.3;;;29.713333;25.844;21.706667;73.533333;
82900;31/12/1965;0000;234.8;11;49.3;;;29.567742;25.990323;22.577419;75.177419;
82900;31/01/1966;0000;220.8;11;186.9;;;29.974194;26.132903;21.974194;77.112903;
82900;28/02/1966;0000;150.8;15;302.9;;;29.075;25.683571;22.292857;82.1875;
82900;31/03/1966;0000;217.4;13;368.9;;;29.429032;25.776129;22.132258;79.758065;
82900;30/04/1966;0000;;7;51.3;;;30.634783;26.403;22.365217;77.4125;
82900;31/05/1966;0000;216.8;13;288.3;;;28.832258;25.373548;22.33871;81.435484;
82900;30/06/1966;0000;;24;312.5;;;27.636667;24.624667;22.013333;84.341667;
82900;31/07/1966;0000;34.1;29;651.5;;;26.916129;24.062581;21.76129;86.314516;
82900;31/08/1966;0000;;16;111.8;;1013.96129;27.5;23.803871;20.245161;78.572581;
82900;30/09/1966;0000;;18;255.7;;;27.793333;24.239333;20.526667;80.25;
82900;31/10/1966;0000;;0;0;;1011.82043;28.9;25.410323;21.13871;75.137097;
